TIME FRAME,GEOGRAPHY,BRAND,DESCRIPTION,UPC,# of Stores,# of Stores Selling,Dollars,Units,ARP,Average Weekly Dollars,Average Weekly Units,Average Weekly Dollars Per Store Selling Per Item,Average Weekly Units Per Store Selling Per Item
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,C3dwh Rnm#3 Whacv Tpst Ss 5.8oz,27-00717-02775,"1,965.0",1.0,$3.77,1.0,$3.77,$3.77,1.0,$3.77,1.0
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Ccwp2 Llsmn Wabfr Tpst 16.2oz,00-37000-91204,"1,965.0","1,849.1","$96,642.00","9,932.0",$9.73,"$96,642.00","9,932.0",$52.27,5.4
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Ccwp2 Mf#30 Wabfr Tpst 16.2oz,00-37000-91270,"1,965.0","1,493.0","$43,841.75","4,636.0",$9.46,"$43,841.75","4,636.0",$29.36,3.1
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Cmbs1 Reg Wabfr Tpst Ss 11.4oz,00-37000-90731,"1,965.0","1,559.0","$35,002.69","4,741.0",$7.38,"$35,002.69","4,741.0",$22.45,3.0
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Cmbs1 Reg Wabfr Tpst Ss 11.6oz,00-37000-90734,"1,965.0","1,939.1","$92,169.91","13,268.0",$6.95,"$92,169.91","13,268.0",$47.53,6.8
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Cmbw1 Mfrsh Whacv Tpst Ss 4.6oz,27-00711-13328,"1,965.0",1.0,$3.93,1.0,$3.93,$3.93,1.0,$3.93,1.0
1 Week End 02/09/2025,TARGET CORP - RMA,COLGATE,Colgate 2 In 1 Tootpaste Kids Watrmeln 4.6 Oz,00-35000-76441,"1,965.0","1,507.0","$22,074.84","5,457.0",$4.05,"$22,074.84","5,457.0",$14.65,3.6
1 Week End 02/09/2025,TARGET CORP - RMA,COLGATE,Colgate 2 In 1 Whitening 4.6 Oz,00-35000-76410,"1,965.0","1,509.9","$22,655.07","5,281.0",$4.29,"$22,655.07","5,281.0",$15.00,3.5
1 Week End 02/09/2025,TARGET CORP - RMA,COLGATE,Colgate Bk Sd & Perx Wht Tthpst Brsk Mnt 8 Oz,00-35000-51085,"1,965.0","1,863.0","$36,395.21","14,301.0",$2.54,"$36,395.21","14,301.0",$19.54,7.7
1 Week End 02/09/2025,TARGET CORP - RMA,COLGATE,Colgate Cavity Protction Toothpaste 8.2 Oz,27-00704-99108,"1,965.0",1.0,$2.49,1.0,$2.49,$2.49,1.0,$2.49,1.0
1 Week End 02/09/2025,TARGET CORP - RMA,COLGATE,Colgate Cavity Protection Toothpaste With Fluoride 6oz (3pk),00-35000-46946,"1,965.0","1,887.0","$92,407.09","18,501.0",$4.99,"$92,407.09","18,501.0",$48.97,9.8
1 Week End 02/09/2025,TARGET CORP - RMA,COLGATE,Colgate Cavity Protection Toothpst 6oz (12pk),00-35000-51119,"1,965.0",1.0,$10.77,3.0,$3.59,$10.77,3.0,$10.77,3.0
1 Week End 02/09/2025,TARGET CORP - RMA,COLGATE,Colgate Fresh Stripe Toothpst Gel 5.1oz (2pk),08-27854-00195,"1,965.0","1,001.0","$21,061.64","3,109.0",$6.77,"$21,061.64","3,109.0",$21.04,3.1
1 Week End 02/09/2025,TARGET CORP - RMA,COLGATE,Colgate Ice Mint Adv Optic White Tpaste 3.2oz,00-35000-97159,"1,965.0",1.0,$5.99,1.0,$5.99,$5.99,1.0,$5.99,1.0
1 Week End 02/09/2025,TARGET CORP - RMA,COLGATE,Colgate Kids Cavity Protection Tthpste 4.6 Oz,00-35000-78331,"1,965.0","1,707.0","$20,811.43","7,788.0",$2.67,"$20,811.43","7,788.0",$12.19,4.6
1 Week End 02/09/2025,TARGET CORP - RMA,COLGATE,Colgate Kids Mint Bubble Fruit Tthpst 4.4 Oz,00-35000-78335,"1,965.0","1,735.1","$36,620.75","9,624.0",$3.81,"$36,620.75","9,624.0",$21.11,5.6
1 Week End 02/09/2025,TARGET CORP - RMA,COLGATE,Colgate Max Fr Tpst Cool Mint 6 Oz,00-35000-76452,"1,965.0",3.0,$15.76,4.0,$3.94,$15.76,4.0,$5.25,1.3
1 Week End 02/09/2025,TARGET CORP - RMA,COLGATE,Colgate Max Fresh Cool Mint Toothpaste 6.3 Oz (3 Pk),08-27854-00009,"1,965.0","1,631.0","$65,678.31","8,798.0",$7.47,"$65,678.31","8,798.0",$40.27,5.4
1 Week End 02/09/2025,TARGET CORP - RMA,COLGATE,Colgate Max Fresh Cool Mint Travel Tpst 1 Oz,00-35000-76109,"1,965.0",497.0,"$6,376.14","6,428.0",$0.99,"$6,376.14","6,428.0",$12.83,12.9
1 Week End 02/09/2025,TARGET CORP - RMA,COLGATE,Colgate Max Fresh With Whitening Breath Strips Toothpaste Cool Mint 6.3 Oz,00-35000-99667,"1,965.0","1,753.0","$50,887.09","12,761.0",$3.99,"$50,887.09","12,761.0",$29.03,7.3
1 Week End 02/09/2025,TARGET CORP - RMA,COLGATE,Colgate Mint Total Active Prevention Whitening Toothpaste 5.1 Oz,08-27854-00188,"1,965.0","1,681.1","$49,655.94","10,040.0",$4.95,"$49,655.94","10,040.0",$29.54,6.0
1 Week End 02/09/2025,TARGET CORP - RMA,COLGATE,Colgate Mint Total Active Prevention Whitening Toothpaste 5.1 Oz (2 Pk),08-27854-00194,"1,965.0","1,695.0","$67,201.27","8,624.0",$7.79,"$67,201.27","8,624.0",$39.65,5.1
1 Week End 02/09/2025,TARGET CORP - RMA,COLGATE,Colgate Optic White Purple Toothpaste 4.2 Oz,08-27854-01126,"1,965.0","1,635.1","$45,998.37","7,725.0",$5.95,"$45,998.37","7,725.0",$28.13,4.7
1 Week End 02/09/2025,TARGET CORP - RMA,COLGATE,Colgate Optic White Stain Fighter Teeth Whitening Toothpaste 6oz,00-35000-47217,"1,965.0","1,752.0","$74,880.12","14,871.0",$5.04,"$74,880.12","14,871.0",$42.74,8.5
1 Week End 02/09/2025,TARGET CORP - RMA,COLGATE,Colgate Optic Wht Stn Cln Mnt Thpst 6oz (2pk),08-27854-00897,"1,965.0","1,695.0","$62,329.32","7,438.0",$8.38,"$62,329.32","7,438.0",$36.77,4.4
1 Week End 02/09/2025,TARGET CORP - RMA,COLGATE,Colgate Sensitive Whtnng Anticvty Tthpst 6 Oz,27-00704-99473,"1,965.0",1.0,$21.81,6.0,$3.64,$21.81,6.0,$21.81,6.0
1 Week End 02/09/2025,TARGET CORP - RMA,COLGATE,Colgate Sensitv Complt Protct Thpst 6oz (2pk),00-35000-52584,"1,965.0","1,429.9","$38,916.69","4,148.0",$9.38,"$38,916.69","4,148.0",$27.21,2.9
1 Week End 02/09/2025,TARGET CORP - RMA,COLGATE,Colgate Senstive Whitening Tthpst 6 Oz (2 Pk),00-35000-52573,"1,965.0","1,594.0","$42,357.55","4,745.0",$8.93,"$42,357.55","4,745.0",$26.57,3.0
1 Week End 02/09/2025,TARGET CORP - RMA,COLGATE,Colgate Sprklng White Optic White Tpste 3.2oz,00-35000-97162,"1,965.0","1,871.1","$99,106.02","16,495.0",$6.01,"$99,106.02","16,495.0",$52.97,8.8
1 Week End 02/09/2025,TARGET CORP - RMA,COLGATE,Colgate Toothpaste Sensitive 6 Oz,00-35000-52541,"1,965.0",1.0,$5.29,1.0,$5.29,$5.29,1.0,$5.29,1.0
1 Week End 02/09/2025,TARGET CORP - RMA,COLGATE,Colgate Total Deep Clean Toothpaste Mnt 5.1oz,08-27854-00185,"1,965.0","1,287.1","$28,509.04","5,837.0",$4.88,"$28,509.04","5,837.0",$22.15,4.5
1 Week End 02/09/2025,TARGET CORP - RMA,COLGATE,Colgate Total Plq Pro Rls Whtng Toothpst 3 Oz,08-27854-00631,"1,965.0","1,589.1","$26,740.90","4,473.0",$5.98,"$26,740.90","4,473.0",$16.83,2.8
1 Week End 02/09/2025,TARGET CORP - RMA,COLGATE,Colgate Total Toothpaste Clean Mint 5.1 Oz,08-27854-00203,"1,965.0","1,578.1","$54,855.06","6,881.0",$7.97,"$54,855.06","6,881.0",$34.76,4.4
1 Week End 02/09/2025,TARGET CORP - RMA,COLGATE,Colgate Total Whitening Tthpst Gel Mnt 5.1oz,08-27854-00191,"1,965.0","1,714.1","$59,841.02","7,648.0",$7.82,"$59,841.02","7,648.0",$34.91,4.5
1 Week End 02/09/2025,TARGET CORP - RMA,COLGATE,Colgate Total Whitening Tthpst Gel Mnt 5.1oz,08-27854-00186,"1,965.0",608.0,"$9,391.84","2,095.0",$4.48,"$9,391.84","2,095.0",$15.45,3.5
1 Week End 02/09/2025,TARGET CORP - RMA,COLGATE,Colgt Brskm Cavpr Tpst Ss 18oz,00-35000-46945,"1,965.0","1,764.0","$53,783.70","10,815.0",$4.97,"$53,783.70","10,815.0",$30.49,6.1
1 Week End 02/09/2025,TARGET CORP - RMA,COLGATE,Colto Reg Waabf Tpst Ss 9.6oz,00-35000-46392,"1,965.0",3.9,$29.47,5.0,$5.89,$29.47,5.0,$7.37,1.3
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Cphad D#273 Cs*16 Tpst 10.2oz,00-37000-76997,"1,965.0","1,652.0","$39,726.26","4,433.0",$8.96,"$39,726.26","4,433.0",$24.05,2.7
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Cphad Reg Cs*16 Tpst Ss 10.2oz,00-37000-76994,"1,965.0","1,571.0","$35,368.56","3,964.0",$8.92,"$35,368.56","3,964.0",$22.51,2.5
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Cprhl Clnmt Cs*16 Tpst Ss .85oz,00-37000-99560,"1,965.0",2.0,$2.92,3.0,$0.97,$2.92,3.0,$1.46,1.5
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Cprhl Clnmt Saagn Tpst Ss   6oz,27-00704-99477,"1,965.0",2.0,$7.58,2.0,$3.79,$7.58,2.0,$3.79,1.0
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Cprhl Clnmt Saagn Tpst Ss 9.2oz,27-00704-99694,"1,965.0",1.0,$6.64,1.0,$6.64,$6.64,1.0,$6.64,1.0
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Cprhl Clnmt Wgp#1 Tpst Ss 9.2oz,00-37000-71150,"1,965.0",1.0,$6.99,1.0,$6.99,$6.99,1.0,$6.99,1.0
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Cprhl Reg Cs*16 Tpst Ss 9.2oz,00-37000-71043,"1,965.0",3.0,$20.62,3.0,$6.87,$20.62,3.0,$6.87,1.0
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Crest 3d White Advanced Arctic Fresh Toothpaste 3.3oz,00-30772-12551,"1,965.0","1,945.9","$87,202.93","17,573.0",$4.96,"$87,202.93","17,573.0",$44.81,9.0
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Crest 3d White Advanced Radiant Mint Toothpaste 3.3oz,00-30772-12547,"1,965.0","1,961.1","$150,974.43","30,532.0",$4.94,"$150,974.43","30,532.0",$77.04,15.6
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Crest 3d White Advanced Teeth Whitening Toothpaste 3.3oz (3pk),00-30772-10337,"1,965.0","1,908.0","$174,257.77","13,502.0",$12.91,"$174,257.77","13,502.0",$91.33,7.1
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Crest 3d White Advanced Teeth Whitening Toothpaste Radiant Mint 6.6oz (2pk),00-30772-12546,"1,965.0","1,963.0","$241,458.27","26,987.0",$8.95,"$241,458.27","26,987.0",$123.05,13.8
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Crest 3d White Advanced Toothpaste 3.3 Oz (9 Pk),00-30772-10335,"1,965.0","1,786.0","$99,255.61","7,698.0",$12.89,"$99,255.61","7,698.0",$55.57,4.3
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Crest 3d White Advanced Whitening Arctic Fresh Toothpaste 3.3oz (2pk),00-30772-12550,"1,965.0","1,940.0","$119,281.46","13,317.0",$8.96,"$119,281.46","13,317.0",$61.49,6.9
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Crest 3d White Anticavity Toothpaste Radiant Mint 2.4oz,00-30772-12548,"1,965.0","1,920.0","$94,048.38","22,566.0",$4.17,"$94,048.38","22,566.0",$48.98,11.8
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Crest 3d White Brilliance Vibrant Peppermint Teeth Whitening Toothpaste 4.6oz,00-30772-11252,"1,965.0","1,722.9","$51,475.22","5,791.0",$8.89,"$51,475.22","5,791.0",$29.88,3.4
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Crest 3d White Vivid Radiant Mnt Tthpst .85oz,00-37000-26151,"1,965.0",3.0,$2.97,3.0,$0.99,$2.97,3.0,$0.99,1.0
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Crest Complete Plus Scope Whitening Toothpaste 5.4 Oz,00-37000-85193,"1,965.0","1,767.9","$32,845.66","7,782.0",$4.22,"$32,845.66","7,782.0",$18.58,4.4
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Crest Complete W Scope White Gel Toothpst 4oz,00-37000-71157,"1,965.0","1,815.1","$32,994.76","9,450.0",$3.49,"$32,994.76","9,450.0",$18.18,5.2
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Crest Frsmt Wtcac Tpst Ss 2.7oz,27-00716-43241,"1,965.0",3.9,$14.71,5.0,$2.94,$14.71,5.0,$3.68,1.3
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Crest Gum Detox Rstore Pro Toothpaste 4.6 Oz,00-30772-11271,"1,965.0",988.0,"$18,051.00","2,329.0",$7.75,"$18,051.00","2,329.0",$18.27,2.4
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Crest Plus Scope Lqd Gel Mint 4.6 Oz,00-37000-38590,"1,965.0",4.9,$38.74,11.0,$3.52,$38.74,11.0,$7.75,2.2
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Crest Plus Scope Minty Fresh 2.7 Oz,00-37000-17281,"1,965.0","1,865.0","$106,695.91","35,638.0",$2.99,"$106,695.91","35,638.0",$57.21,19.1
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Crest Plus Scope Minty Fresh Complete Whitening Toothpaste 5.4 Oz (2 Pk),00-37000-85379,"1,965.0","1,787.0","$63,118.31","8,559.0",$7.37,"$63,118.31","8,559.0",$35.32,4.8
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Crest Pro Health Advanced Deep Clean Mint Toothpaste 5.1oz,00-37000-97667,"1,965.0","1,809.0","$39,704.64","8,004.0",$4.96,"$39,704.64","8,004.0",$21.95,4.4
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Crest Pro Health Clean Mint Toothpaste 4.3 Oz,00-30772-05721,"1,965.0","1,929.0","$52,188.69","13,256.0",$3.94,"$52,188.69","13,256.0",$27.05,6.9
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Crest Pro-health Gum Detoxify Deep Clean Toothpaste 4.8oz,00-30772-11257,"1,965.0","1,585.0","$43,609.14","4,936.0",$8.83,"$43,609.14","4,936.0",$27.51,3.1
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Crest Pro-health Princss Tthpst Bubblgm 4.2oz,00-68305-63235,"1,965.0","1,763.0","$16,060.50","6,489.0",$2.48,"$16,060.50","6,489.0",$9.11,3.7
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Crest Pro-health Whitening Gel Tothpst 17.2oz,00-30772-05884,"1,965.0","1,771.1","$46,387.73","6,686.0",$6.94,"$46,387.73","6,686.0",$26.19,3.8
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Crest Scope Outlast Mint Toothpaste 5.4 Oz,00-37000-90785,"1,965.0","1,887.0","$64,484.41","16,288.0",$3.96,"$64,484.41","16,288.0",$34.17,8.6
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Crest Toothpaste G S-c/flr Tb 4 Oz,00-37000-00382,"1,965.0","1,928.1","$34,972.55","17,661.0",$1.98,"$34,972.55","17,661.0",$18.14,9.2
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Crest Toothpaste Tube Gel 8.2 Oz,00-37000-00311,"1,965.0","1,901.9","$37,005.74","12,382.0",$2.99,"$37,005.74","12,382.0",$19.46,6.5
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Crest Toothpste + Scope .85 Oz,00-37000-38592,"1,965.0",70.0,$276.62,284.0,$0.97,$276.62,284.0,$3.95,4.1
1 Week End 02/09/2025,TARGET CORP - RMA,CREST,Cskds Spkfn Atcvt Tpst 13.8oz,00-37000-77067,"1,965.0","1,809.0","$45,621.20","9,153.0",$4.98,"$45,621.20","9,153.0",$25.22,5.1
1 Week End 02/09/2025,TARGET CORP - RMA,COLGATE,Cttsf Frsmt Cs*16 Tpst Ss 9.6oz,00-35000-46391,"1,965.0",1.0,$6.79,1.0,$6.79,$6.79,1.0,$6.79,1.0
1 Week End 02/09/2025,TARGET CORP - RMA,COLGATE,Cttsf Reg Cs*16 Tpst Ss 1.4oz,00-35000-45987,"1,965.0","1,698.0","$93,582.57","46,690.0",$2.00,"$93,582.57","46,690.0",$55.11,27.5
1 Week End 02/09/2025,TARGET CORP - RMA,COLGATE,Cttsf Reg Cs*16 Tpst Ss 4.8oz,00-35000-46384,"1,965.0",4.9,$46.22,11.0,$4.20,$46.22,11.0,$9.24,2.2
1 Week End 02/09/2025,TARGET CORP - RMA,COLGATE,Cttwh Reg Waabf Tpst Ss 4.8oz,00-35000-46385,"1,965.0",3.0,$5.41,4.0,$1.35,$5.41,4.0,$1.80,1.3
1 Week End 02/09/2025,TARGET CORP - RMA,COLGATE,Cttwh Reg Waabf Tpst Ss 9.6oz,00-35000-46393,"1,965.0",2.0,$15.78,2.0,$7.89,$15.78,2.0,$7.89,1.0
1 Week End 02/09/2025,TARGET CORP - RMA,HELLO,Hello Actvtd Charcoal Whtning Tthpste Ogc 4oz,08-19156-02003,"1,965.0","1,697.0","$56,666.14","9,491.0",$5.97,"$56,666.14","9,491.0",$33.39,5.6
1 Week End 02/09/2025,TARGET CORP - RMA,HELLO,Hello Antiplaque & Whitening Toothpaste 4.2oz,08-19156-02024,"1,965.0","1,775.0","$68,336.47","13,688.0",$4.99,"$68,336.47","13,688.0",$38.50,7.7
1 Week End 02/09/2025,TARGET CORP - RMA,HELLO,Hello Antiplaque Whitening Thpste 4.7oz (2pk),08-19156-02207,"1,965.0","1,707.0","$63,134.39","7,020.0",$8.99,"$63,134.39","7,020.0",$36.99,4.1
1 Week End 02/09/2025,TARGET CORP - RMA,HELLO,Hello Blue Raspberry Toothpaste 4.2 Oz,08-19156-02180,"1,965.0","1,562.0","$32,287.75","6,531.0",$4.94,"$32,287.75","6,531.0",$20.67,4.2
1 Week End 02/09/2025,TARGET CORP - RMA,HELLO,Hello Kids Watermelon Toothpaste 4.2 Oz,08-54296-00467,"1,965.0","1,674.0","$47,518.72","9,585.0",$4.96,"$47,518.72","9,585.0",$28.39,5.7
1 Week End 02/09/2025,TARGET CORP - RMA,HELLO,Hello Naturally Whtning Fluorde Tthpste 4.7oz,08-19156-02023,"1,965.0","1,709.9","$49,091.29","9,878.0",$4.97,"$49,091.29","9,878.0",$28.71,5.8
1 Week End 02/09/2025,TARGET CORP - RMA,HELLO,Hello Unicorn Sparkle Bubble Gum 4.2oz,08-19156-02174,"1,965.0","1,724.1","$39,849.96","8,019.0",$4.97,"$39,849.96","8,019.0",$23.11,4.7
1 Week End 02/09/2025,TARGET CORP - RMA,HELLO,Hello Vitamin C Whitening Toothpaste 4oz,08-27854-01168,"1,965.0","1,467.1","$24,502.16","4,101.0",$5.97,"$24,502.16","4,101.0",$16.70,2.8
1 Week End 02/09/2025,TARGET CORP - RMA,LUMINEUX,Lumineux Oral Prfctn Whtnng Tthpst Ogc 3.75oz,08-60124-00017,"1,965.0",3.0,$80.49,12.0,$6.71,$80.49,12.0,$26.83,4.0
1 Week End 02/09/2025,TARGET CORP - RMA,MADE BY DENTISTS,Made By Dentists Bubble Gum Whitening Anti Cavity Toothpaste 4.2 Oz,08-50031-97079,"1,965.0",1.0,$27.67,5.0,$5.53,$27.67,5.0,$27.67,5.0
1 Week End 02/09/2025,TARGET CORP - RMA,MADE BY DENTISTS,Made By Dentists Strwbrry Kds Cheeth Tp 4.2oz,08-50031-97068,"1,965.0","1,545.1","$21,181.66","4,243.0",$4.99,"$21,181.66","4,243.0",$13.71,2.8
1 Week End 02/09/2025,TARGET CORP - RMA,MADE BY DENTISTS,Made By Dentists Watermelon Toothpaste 4 Oz,08-50031-97036,"1,965.0","1,562.0","$21,361.73","4,352.0",$4.91,"$21,361.73","4,352.0",$13.68,2.8
1 Week End 02/09/2025,TARGET CORP - RMA,ORAJEL,Onppt Bblby Atcvt Tpst Ss 4.2oz,27-00704-99527,"1,965.0",2.0,$5.18,2.0,$2.59,$5.18,2.0,$2.59,1.0
1 Week End 02/09/2025,TARGET CORP - RMA,ORAJEL,Orajel Bubble Guppies Antcvt Toothpaste 4.2oz,03-10310-32024,"1,965.0","1,851.0","$23,929.62","9,369.0",$2.55,"$23,929.62","9,369.0",$12.93,5.1
1 Week End 02/09/2025,TARGET CORP - RMA,ORAJEL,Orajel Toddler Training Tpaste Thomas 1.5 Oz,03-10310-32460,"1,965.0","1,867.9","$31,530.31","10,992.0",$2.87,"$31,530.31","10,992.0",$16.88,5.9
1 Week End 02/09/2025,TARGET CORP - RMA,PARODONTAX,Pdntx Pf#27 A#792 Tpst Ss 3.4oz,00-53100-38496,"1,965.0",29.1,$210.19,31.0,$6.78,$210.19,31.0,$7.25,1.1
1 Week End 02/09/2025,TARGET CORP - RMA,POLIDENT,Polident Overnight Whitning Dntr Clnsr 120 Ct,03-10158-03449,"1,965.0","1,429.0","$25,949.14","4,296.0",$6.04,"$25,949.14","4,296.0",$18.16,3.0
1 Week End 02/09/2025,TARGET CORP - RMA,PRIVATE LABEL,PRIVATE LABEL DENTURE CLEANSER MINT IWP FOIL IN BOX 120 CT - 1026194358,22-13845-06463,"1,965.0","1,935.9","$67,043.39","15,178.0",$4.42,"$67,043.39","15,178.0",$34.63,7.8
1 Week End 02/09/2025,TARGET CORP - RMA,PRIVATE LABEL,PRIVATE LABEL TOOTHPASTE MINT TUBE IN BOX 4 OZ 1 CT - 1185832009,22-14881-25709,"1,965.0",715.1,"$3,707.15","1,049.0",$3.53,"$3,707.15","1,049.0",$5.18,1.5
1 Week End 02/09/2025,TARGET CORP - RMA,PRIVATE LABEL,PRIVATE LABEL TOOTHPASTE MINT TUBE IN BOX 8 OZ 2 CT - 1025194227,22-13959-34372,"1,965.0","1,540.0","$23,436.25","4,267.0",$5.49,"$23,436.25","4,267.0",$15.22,2.8
1 Week End 02/09/2025,TARGET CORP - RMA,SENSODYNE,Scmpr Reg Saagn Tpst Ss 6.8oz,03-10158-85117,"1,965.0","1,626.0","$62,116.42","5,002.0",$12.42,"$62,116.42","5,002.0",$38.20,3.1
1 Week End 02/09/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Clean Mnt Rpr Pronamel Tthpst 3.4oz,03-10158-88760,"1,965.0","1,825.1","$65,047.86","9,331.0",$6.97,"$65,047.86","9,331.0",$35.64,5.1
1 Week End 02/09/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Clinical White Toothpaste 3.4 Oz,03-10158-35811,"1,965.0","1,803.1","$67,695.80","7,637.0",$8.86,"$67,695.80","7,637.0",$37.55,4.2
1 Week End 02/09/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Clinical White Toothpaste 3.4 Oz,03-10158-35814,"1,965.0","1,709.0","$53,387.49","5,989.0",$8.91,"$53,387.49","5,989.0",$31.24,3.5
1 Week End 02/09/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Extra Whitening Toothpaste 2.7 Oz,03-10158-08430,"1,965.0",790.9,"$35,882.22","6,156.0",$5.83,"$35,882.22","6,156.0",$45.36,7.8
1 Week End 02/09/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Fresh Mint Sensitive Anti Cavity Toothpaste Ss 8oz,27-00704-99294,"1,965.0",3.0,$47.05,4.0,$11.76,$47.05,4.0,$15.68,1.3
1 Week End 02/09/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Fresh Mint Toothpaste 4 Oz (2 Pk),03-10158-08189,"1,965.0","1,652.0","$69,682.29","5,580.0",$12.49,"$69,682.29","5,580.0",$42.18,3.4
1 Week End 02/09/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Gentl Whitn Alpine Brz Thpst 2.7 Oz,03-10158-83060,"1,965.0","1,860.1","$103,567.51","17,755.0",$5.83,"$103,567.51","17,755.0",$55.68,9.6
1 Week End 02/09/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Max Tpaste Xtra Whtng 4 Oz (2 Pk),03-10158-08414,"1,965.0","1,916.1","$142,779.68","11,473.0",$12.44,"$142,779.68","11,473.0",$74.52,6.0
1 Week End 02/09/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Pro Enamel Alpine Brz 4 Oz,03-10158-85000,"1,965.0","1,890.9","$71,474.00","10,258.0",$6.97,"$71,474.00","10,258.0",$37.80,5.4
1 Week End 02/09/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Pronamel Mint Ess Tthpste 4oz (2pk),03-10158-88718,"1,965.0","1,506.0","$44,559.81","3,584.0",$12.43,"$44,559.81","3,584.0",$29.59,2.4
1 Week End 02/09/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Pronamel Toothpaste 4 Oz (2 Pk),03-10158-83057,"1,965.0","1,794.1","$87,563.65","7,035.0",$12.45,"$87,563.65","7,035.0",$48.81,3.9
1 Week End 02/09/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Pronaml Freh Brsh Thpaste 2oz (2pk),03-10158-83086,"1,965.0","1,693.0","$68,805.70","5,531.0",$12.44,"$68,805.70","5,531.0",$40.64,3.3
1 Week End 02/09/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Sensitivity Gum And Enamel Toothpaste 3.4 Oz,03-10158-35661,"1,965.0","1,834.9","$67,916.97","9,770.0",$6.95,"$67,916.97","9,770.0",$37.01,5.3
1 Week End 02/09/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Whitening 4 Oz,03-10158-08404,"1,965.0","1,953.0","$126,910.17","18,230.0",$6.96,"$126,910.17","18,230.0",$64.98,9.3
1 Week End 02/09/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Whitening Rpr & Prtct Tthpate 3.4oz,03-10158-84060,"1,965.0",14.0,$201.10,29.0,$6.93,$201.10,29.0,$14.36,2.1
1 Week End 02/09/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Xtra Frsh Rpair Prtct Tthpst 3.40oz,03-10158-84030,"1,965.0","1,927.1","$101,466.70","14,632.0",$6.93,"$101,466.70","14,632.0",$52.66,7.6
1 Week End 02/09/2025,TARGET CORP - RMA,SENSODYNE,Sndyn Frsmt Senac Tpst Ss 8oz,03-10158-08186,"1,965.0",820.0,"$15,367.07","1,267.0",$12.13,"$15,367.07","1,267.0",$18.74,1.6
1 Week End 02/09/2025,TARGET CORP - RMA,SPRINJENE,Srnj1 Reg Dacfb Tpst Ss 3.5oz,03-63404-00003,"1,965.0",1.0,$9.99,1.0,$9.99,$9.99,1.0,$9.99,1.0
1 Week End 02/09/2025,TARGET CORP - RMA,SENSODYNE,Srpp2 Reg Snwha Tpst Ss 6.8oz,03-10158-85116,"1,965.0","1,839.0","$108,233.60","8,728.0",$12.40,"$108,233.60","8,728.0",$58.85,4.8
